"practice_code","practice_name","postcode","latitude","longitude","lad_code","number_of_patients","admin_non_clinical","direct_patient_care","gp","nurses","total_appointments","estimated_wait_time"
"E87048","Rosary Garden Surgery","SW7 4NQ","51.4921","-0.183048","E09000020",3556,"12","2","6","0","1513","5.76"
"E87715","Scarsdale Medical Centre","W8 5SX","51.499339","-0.191794","E09000020",7710,"18","6","24","2","2709","4.78"
"E87701","The Abingdon Health Centre","W8 6EG","51.496085","-0.197138","E09000020",8803,"16","4","12","2","3386","6.51"
"E87016","Holland Park Surgery","W8 7RX","51.501412","-0.194435","E09000020",13035,"30","6","46","6","6357","3.85"
"E87029","Portland Road Practice","W11 4LA","51.507366","-0.208019","E09000020",9082,"14","2","10","4","3774","3.11"
"E87706","The Foreland Medical Centre","W11 4ES","51.512519","-0.212702","E09000020",4309,"14","2","8","2","2557","2.75"
"E87061","The Pembridge Villas Surgery","W11 3EP","51.51299","-0.197076","E09000020",14050,"4","4","12","0","6664","4.56"
"H84030","Central Surgery","KT6 6EZ","51.390825","-0.299929","E09000021",12889,"32","12","32","10","6787","6.29"
"H84053","Berrylands Surgery","KT6 6EZ","51.390825","-0.299929","E09000021",5471,"4","0","10","2","2024","6.74"
"H84062","Langley Medical Practice","KT6 6EZ","51.390825","-0.299929","E09000021",8767,"18","4","14","6","4213","5.27"
"H84619","Claremont Medical Centre","KT6 6BS","51.390808","-0.306132","E09000021",10975,"24","4","18","6","5191","4.41"
"H84020","Fairhill Medical Practice","KT2 7PX","51.417069","-0.282871","E09000021",23281,"50","6","16","4","6849","3.56"
"H84061","Kingston Health Centre","KT2 5AD","51.414265","-0.304611","E09000021",27690,"16","8","38","6","8472","4.11"
"H84033","St Albans Medical Centre","KT2 5HF","51.42195","-0.302479","E09000021",6456,"18","8","14","6","2424","5.87"
"H84016","Groves Medical Centre","KT3 3TX","51.410048","-0.26224","E09000021",16888,"48","12","44","20","7256","7.61"
"H84051","Roselawn Surgery","KT3 6AA","51.397181","-0.255713","E09000021",7465,"20","6","12","10","2891","5.36"
"H84054","Red Lion Road Surgery","KT6 7QG","51.38161","-0.290162","E09000021",3727,"10","0","6","2","937","4.48"
"H84618","Sunray Surgery","KT5 9QD","51.382645","-0.274833","E09000021",5375,"14","2","6","2","1902","3.52"
"H84015","Brunswick Surgery","KT6 6EZ","51.390825","-0.299929","E09000021",9045,"24","8","12","6","3651","6.86"
"H84635","Manor Drive Medical Centre","KT4 7LG","51.380785","-0.248366","E09000021",16048,"30","4","24","2","5953","4.27"
"H84042","Holmwood Corner Surgery","KT3 6DR","51.397521","-0.255015","E09000021",13728,"39","4","26","6","9052","4.97"
"H84050","Chessington Park Surgery","KT9 2GY","51.359148","-0.312059","E09000021",7551,"26","6","12","4","2881","7.22"
"H84010","Canbury Medical Centre","KT2 6HR","51.414338","-0.297195","E09000021",9368,"18","2","24","6","3215","5.65"
"H84027","Churchill Medical Centre","KT2 6PG","51.413388","-0.288192","E09000021",18225,"38","4","32","14","7204","4.49"
"H84034","Orchard Practice","KT9 1AG","51.369116","-0.303542","E09000021",8678,"16","2","20","0","4297","4.48"
"H84025","Hook Surgery","KT9 2GY","51.359148","-0.312059","E09000021",7377,"20","2","12","6","3241","3.53"
"G85674","Grafton Square Surgery","SW4 0DE","51.464314","-0.139552","E09000022",6877,"12","0","14","2","2944","5.29"
"G85028","Stockwell Group Practice","SW9 9TJ","51.468037","-0.117559","E09000022",12830,"31","4","30","4","5202","5.57"
"G85100","Beckett House Practice","SW9 9DL","51.469491","-0.123521","E09000022",8891,"20","0","18","2","3055","6.03"
"Y00020","The Grantham Centre Practice","SW9 9DL","51.469491","-0.123521","E09000022",8728,"24","4","16","2","2389","6.05"
"Y03063","Hetherington At The Pavilion","SW9 8DJ","51.461633","-0.116397","E09000022",8173,"25","4","16","2","2856","6.02"
"G85073","Vassall Medical Centre","SW9 6NA","51.477558","-0.108512","E09000022",7651,"22","6","12","4","2848","4.44"
"G85054","Lambeth Walk Group Practice","SW9 6AF","51.475715","-0.105204","E09000022",8048,"14","2","6","2","3085","3.79"
"G85135","Minet Green Health Practice","SW9 6AF","51.475715","-0.105204","E09000022",11780,"30","6","26","2","6011","3.50"
"G85695","Akerman Medical Practice","SW9 6AF","51.475715","-0.105204","E09000022",7057,"8","0","6","2","1836","4.42"
"Y07020","Lambeth Healthcare Practice","SW9 6AF","51.475715","-0.105204","E09000022",502,"16","0","2","0","431","1.39"
"H85003","Queenstown Road Medical Practice","SW8 3RX","51.466912","-0.150233","E09000022",7180,"20","2","16","2","2517","4.98"
"G85130","Mawbey Group Practice","SW8 2UD","51.479283","-0.125232","E09000022",10835,"16","2","14","0","4162","3.14"
"G85673","Springfield Medical Centre","SW8 2SH","51.470825","-0.133354","E09000022",7059,"16","0","16","2","2228","3.72"
"G85086","The South Lambeth Rd Practice","SW8 1UL","51.47657","-0.123673","E09000022",10403,"12","4","10","0","4680","3.32"
"G85109","Clapham Park Group Practice","SW4 8JP","51.451908","-0.135234","E09000022",21225,"48","6","38","6","7306","7.42"
"G85083","Sandmere Practice","SW4 7QJ","51.462594","-0.127558","E09000022",12674,"18","0","14","2","5243","1.95"
"G85045","Hetherington Group Practice","SW4 7NU","51.461034","-0.128301","E09000022",8035,"22","2","26","4","3480","4.26"
"G85011","Clapham Family Practice","SW4 7DB","51.463106","-0.133644","E09000022",20513,"26","0","22","6","8229","4.44"
"G85123","Binfield Road Surgery","SW4 6TB","51.472622","-0.123623","E09000022",10365,"24","2","18","6","2931","5.71"
"G85708","Dr Curran & Partners","SW4 6EB","51.465148","-0.136034","E09000022",10701,"23","4","26","2","4074","5.69"
"G85724","Edith Cavell Practice","SW2 4TP","51.441262","-0.124617","E09000022",20333,"56","18","26","8","9560","1.57"
"G85041","Palace Road Surgery","SW2 3DY","51.443797","-0.120602","E09000022",8080,"24","4","10","6","2862","7.20"
"G85025","Brixton Hill Group Practice","SW2 1AE","51.452315","-0.12022","E09000022",12838,"30","8","23","4","4215","4.35"
"G85096","The Vale Surgery","SW16 5SE","51.417246","-0.13666","E09000022",10976,"20","2","4","2","3227","6.73"
"G85014","Streatham Common Practice","SW16 3NP","51.418615","-0.126666","E09000022",11740,"30","2","22","6","3830","7.08"
"G85044","Valley Road Surgery","SW16 2XT","51.428616","-0.119424","E09000022",5699,"14","0","8","2","1713","7.62"
"G85002","Streatham High Practice","SW16 2ST","51.432463","-0.126603","E09000022",24342,"62","22","30","10","8234","1.75"
"G85647","The Exchange Surgery","SW16 2ST","51.432463","-0.126603","E09000022",7495,"24","2","18","2","2505","5.08"
"G85662","The Streatham Hill Group Practice","SW16 2PG","51.437316","-0.126405","E09000022",7542,"18","0","10","2","2702","4.14"
"G85021","Prentis Medical Centre","SW16 1XU","51.430487","-0.130137","E09000022",4960,"14","2","6","0","1878","3.08"
"G85127","The Corner Surgery","SE5 9NS","51.469672","-0.09575","E09000022",6535,"20","12","2","0","4488","2.71"
"G85129","The Deerbrook Surgery","SE27 9AW","51.437861","-0.106026","E09000022",7331,"16","6","10","2","2459","5.54"
"G85047","Knights Hill Surgery Suite 1","SE27 0DF","51.432761","-0.105949","E09000022",11736,"18","16","14","4","3427","9.72"
"G85016","Herne Hill Group Practice","SE24 9QP","51.455628","-0.099256","E09000022",15182,"30","8","40","6","5904","5.47"
"G85137","Brockwell Park Surgery","SE24 9AE","51.448786","-0.101541","E09000022",9092,"32","4","28","2","2670","10.57"
"G85690","Herne Hill Road Medical Practice","SE24 0AU","51.465175","-0.100058","E09000022",7250,"22","4","16","6","2610","6.11"
"G85706","The Old Dairy Health Centre","SE21 8SZ","51.436586","-0.091201","E09000022",6044,"20","4","10","4","1635","11.04"
"G85022","North Wood Group Practice","SE19 3NY","51.422729","-0.098467","E09000022",15790,"34","14","26","10","5814","4.67"
"G85102","Gray'S Inn Medical Group Vauxhall","SE11 5NH","51.489884","-0.118949","E09000022",9467,"10","4","14","2","2531","6.61"
"G85053","Hurley And Riverside Practices","SE11 4HJ","51.490669","-0.106719","E09000022",23258,"20","2","20","10","7861","5.51"
"G85136","Waterloo Health Centre","SE1 7AE","51.500659","-0.113394","E09000022",14850,"12","4","8","2","5385","1.89"
"G85023","Lewisham Medical Centre","SE13 5PJ","51.458513","0.004522","E09000023",14765,"24","16","20","10","4020","12.69"
"G85633","Novum Health Partnership","SE6 4JH","51.449319","-0.018045","E09000023",21139,"52","10","26","16","4636","10.76"
"G85032","Torridon Road Medical Practice","SE6 1RB","51.44011","-0.002112","E09000023",11901,"20","6","8","0","3977","2.07"
"G85121","Parkview Surgery","SE6 1AT","51.444864","-0.007733","E09000023",9945,"8","6","12","4","3390","6.02"
"G85105","Vesta Road Surgery","SE4 2NH","51.468737","-0.040618","E09000023",6626,"14","0","4","2","1492","8.61"
"G85046","Lee Road Surgery","SE3 9RT","51.462503","0.009418","E09000023",12377,"30","2","18","4","2858","7.40"
"G85114","Wells Park Practice","SE26 6JQ","51.430522","-0.063099","E09000023",12950,"32","6","42","10","7341","4.29"
"G85024","Sydenham Green Group Practice","SE26 4TH","51.429181","-0.039215","E09000023",15012,"50","6","26","14","3327","8.91"
"G85061","Woolstone Medical Centre","SE23 2SG","51.438421","-0.036776","E09000023",9585,"22","2","16","6","3121","6.20"
"G85696","Vale Medical Centre","SE23 2JF","51.435469","-0.043625","E09000023",16868,"24","8","22","8","4399","9.83"
"G85004","Modality Lewisham (Ml)","SE23 1HU","51.442383","-0.040854","E09000023",35468,"84","4","74","8","9994","6.39"
"G85711","Deptford Surgery","SE14 6TJ","51.474602","-0.027839","E09000023",12108,"24","14","12","8","2510","12.57"
"G85736","Deptford Medical Centre","SE14 6TG","51.474535","-0.02709","E09000023",4331,"20","12","2","0","1545","8.14"
"G85076","New Cross Centre (Hurley Group)","SE14 6LD","51.476288","-0.03191","E09000023",9794,"20","0","4","6","3243","4.22"
"G85698","Amersham Vale Training Practice","SE14 6LD","51.476288","-0.03191","E09000023",15595,"22","6","22","12","3417","10.47"
"G85015","The Qrp Surgery","SE14 5HD","51.474264","-0.047408","E09000023",9160,"14","0","10","0","3338","3.47"
"G85038","The Lewisham Care Partnership","SE13 7SX","51.467393","-0.0222","E09000023",52619,"172","4","94","20","20313","7.23"
"G85722","Woodlands Health Centre","SE13 6RN","51.449858","-0.005817","E09000023",11008,"24","0","14","6","5362","3.33"
"G85120","Triangle Group Practice","SE13 6DQ","51.457798","-0.011071","E09000023",6626,"22","0","6","4","2792","2.57"
"G85020","Kingfisher Medical Centre","SE8 5DA","51.481876","-0.030503","E09000023",16264,"70","26","18","4","3549","11.51"
"G85026","Clifton Rise Family Practice","SE8 4BG","51.476334","-0.031433","E09000023",4407,"14","4","10","2","1410","2.25"
"G85716","Oakview Family Practice","BR1 5NJ","51.429828","0.007021","E09000023",6414,"14","2","10","4","1967","9.20"
"G85057","Ashdown Medical Group","BR1 5EP","51.426849","0.009836","E09000023",12923,"22","8","6","6","4892","4.80"
"G85727","Nightingale Surgery","SE12 8NP","51.452782","0.009913","E09000023",6995,"14","10","8","0","1888","11.04"
"G85104","Ico Health Group","BR1 5EP","51.426849","0.009836","E09000023",10011,"20","8","12","0","2738","4.83"
"G85085","Grove Medical Centre","SE8 3QH","51.490256","-0.035227","E09000023",12979,"22","2","16","4","2324","8.11"
"H85078","Mitcham Family Practice","CR4 3HS","51.410117","-0.167092","E09000024",4471,"16","14","8","2","1191","3.95"
"H85038","Cricket Green Medical Practice","CR4 3DA","51.404579","-0.174025","E09000024",11455,"40","10","24","10","5735","5.04"
"H85033","Tamworth House Medical Centre","CR4 1DL","51.401255","-0.146212","E09000024",9747,"28","10","20","4","3598","5.15"
"H85029","Wide Way Medical Centre","CR4 1BP","51.401824","-0.134454","E09000024",15418,"37","4","26","6","4581","6.51"
"H85656","Alexandra Road Surgery","SW19 7JZ","51.422894","-0.205864","E09000024",5727,"8","2","8","4","2078","7.37"
"H85051","Lambton Road Medical Practice","SW20 0LW","51.411253","-0.231039","E09000024",18277,"30","2","28","8","7588","5.38"
"H85070","Central Medical Centre","SM4 5RT","51.398227","-0.188927","E09000024",9699,"32","6","22","0","4516","2.52"
"H85020","Nelson Medical Practice","SW20 8DA","51.40983","-0.2102","E09000024",32855,"122","16","69","20","12937","3.98"
"H85683","Faccini House Surgery","SM4 6RS","51.389682","-0.189379","E09000024",4538,"18","0","10","6","1584","5.56"
"H85101","Grand Drive Surgery","SW20 9EA","51.402161","-0.228615","E09000024",9194,"38","0","16","4","3521","3.68"
"H85649","Colliers Wood Surgery","SW19 2BY","51.420662","-0.176034","E09000024",11155,"22","0","10","4","2516","3.44"
"H85092","Riverhouse Medical Practice","SW19 1YG","51.420877","-0.183505","E09000024",6127,"14","4","10","2","2264","2.74"
"H85028","Wimbledon Medical Practice","SW19 1NX","51.417591","-0.19842","E09000024",10867,"22","4","10","4","4330","3.61"
"H85634","Merton Medical Practice","SW19 1DG","51.415926","-0.185495","E09000024",7710,"16","4","16","4","2269","5.07"
"H85037","Morden Hall Medical Centre","SW19 3DA","51.404804","-0.192078","E09000024",14447,"38","12","32","8","5164","2.79"
"H85090","Figges Marsh Surgery","CR4 3LD","51.410792","-0.161946","E09000024",11045,"26","12","12","2","3583","3.97"
"H85110","Ravensbury Park Medical Centre","CR4 4DQ","51.39855","-0.178452","E09000024",5507,"14","6","6","2","2348","2.70"
"H85024","Mitcham & Tooting Health","CR4 3PR","51.407386","-0.181681","E09000024",8108,"34","2","14","4","3595","3.86"
"H85026","Francis Grove Surgery","SW19 4DL","51.419821","-0.209033","E09000024",14812,"46","4","22","6","5408","6.02"
"H85027","Wimbledon Village Surgery","SW19 5BY","51.425294","-0.219377","E09000024",13391,"28","4","22","2","3981","6.32"
"H85055","West Barnes Surgery","KT3 6JD","51.397642","-0.233672","E09000024",7259,"20","4","8","2","2841","6.56"
"H85112","Vineyard Hill Road Surgery","SW19 7JL","51.431869","-0.201182","E09000024",5984,"10","2","6","4","1853","5.80"
"F84017","Star Lane Medical Centre","E16 4QH","51.519873","0.010674","E09000025",20713,"42","2","20","4","8419","4.66"
"F84014","Upton Lane Medical Centre","E7 9PB","51.543102","0.026421","E09000025",7589,"30","6","7","4","2665","4.38"
"F84741","Plashet Harmony Practice","E7 8QR","51.539588","0.04536","E09000025",2193,"10","2","2","2","1565","1.65"
"F84006","The Shrewsbury Centre","E7 8QP","51.540929","0.043312","E09000025",17363,"28","6","14","6","4922","5.24"
"F84660","Dr Cm Patel'S Surgery","E7 8LZ","51.540966","0.035384","E09000025",3057,"6","0","4","0","908","1.24"
"F84670","Westbury Road Medical Practice","E7 8BU","51.545786","0.030191","E09000025",6551,"14","17","10","0","2658","2.94"
"F84641","Birchdale Road Medical Centre","E7 8AR","51.546759","0.038426","E09000025",3241,"12","2","8","2","1343","3.29"
"F84097","Claremont Clinic","E7 8AB","51.5475","0.033612","E09000025",12251,"28","2","24","4","5439","5.89"
"F84724","Woodgrange Medical Practice","E7 0QH","51.548596","0.025253","E09000025",18043,"40","16","34","10","6956","5.60"
"F84086","The Forest Practice","E7 0EP","51.55052","0.02489","E09000025",6653,"14","6","2","2","2198","4.51"
"F84672","First 4 Health Group - E7 Health","E7 0EP","51.55052","0.02489","E09000025",7970,"26","8","8","2","2734","7.77"
"F84717","Royal Docks Medical Practice","E6 5NA","51.50946","0.062932","E09000025",12345,"28","12","26","4","4138","5.58"
"F84093","Tollgate Medical Centre","E6 5JS","51.515573","0.056362","E09000025",18164,"44","6","32","8","6915","7.09"
"F84050","Boleyn Medical Centre","E6 3BD","51.531057","0.044197","E09000025",13099,"50","10","10","8","4079","4.16"
"F84735","The Azad Practice","E6 3BD","51.531057","0.044197","E09000025",8468,"12","6","6","4","3095","4.14"
"F84004","Market Street Health Group","E6 2RA","51.530994","0.057489","E09000025",13381,"52","6","14","2","4907","5.92"
"F84070","Lathom Road Medical Centre","E6 2DU","51.538066","0.052675","E09000025",9692,"28","12","8","2","3097","5.68"
"F84658","Sangam Practice","E12 5JF","51.554081","0.055271","E09000025",9729,"40","10","6","4","3428","5.99"
"F84729","The Manor Park Practice","E12 5JG","51.55393","0.057339","E09000025",4974,"14","12","4","2","1120","8.68"
"F84740","Newham Transitional Practice","E12 6AQ","51.547785","0.053833","E09000025",4245,"16","2","10","6","1849","4.60"
"F84121","E12 Health","E12 6AQ","51.547785","0.053833","E09000025",15556,"46","20","30","10","4129","7.62"
"F84739","E12 Medical Centre","E12 6SJ","51.540858","0.050448","E09000025",5217,"16","4","6","0","2547","3.16"
"F84074","The Graham Practice","E12 6SU","51.541576","0.049009","E09000025",10592,"32","14","8","2","3670","4.82"
"F84052","Essex Lodge","E13 0AS","51.527915","0.026685","E09000025",17109,"32","28","16","8","5923","11.17"
"F84124","The Project Surgery","E13 0LN","51.532273","0.020636","E09000025",5129,"12","2","10","4","1482","3.81"
"F84677","East End Medical Centre","E13 0QA","51.537311","0.025228","E09000025",7380,"20","2","8","4","3595","4.36"
"F84642","Lucas Avenue Practice","E13 0QP","51.536254","0.030733","E09000025",14058,"20","6","10","2","4617","2.51"
"Y04273","Liberty Bridge Road Practice","E20 1AS","51.547818","-0.006369","E09000025",20243,"24","4","14","2","9055","2.21"
"F84088","Plashet Road Medical Centre","E13 0QT","51.537491","0.033023","E09000025",7624,"14","11","13","0","2252","2.22"
"F84681","Balaam Street Practice","E13 8AF","51.526724","0.023807","E09000025",9460,"20","18","10","2","5588","0.99"
"F84053","Greengate Medical Centre","E13 8PS","51.52521","0.027661","E09000025",7469,"22","4","8","4","1782","8.71"
"F84092","Glen Road Medical Centre","E13 8RU","51.522221","0.03253","E09000025",13698,"28","8","14","4","4245","6.55"
"F84022","Stratford Health Centre","E15 1EN","51.544651","0.004714","E09000025",9201,"14","6","2","6","1981","3.77"
"F84749","Carpenters Practice","E15 2JA","51.537245","-0.003342","E09000025",24668,"70","30","36","12","8726","1.81"
"F84111","Abbey Road Medical Practice","E15 3LT","51.534784","0.005881","E09000025",10441,"34","4","16","2","4108","3.92"
"F84009","Stratford Village Surgery","E15 4BZ","51.542097","0.006389","E09000025",13166,"42","14","20","4","3680","8.72"
